"id","baseline","webview_all","webview_android","webview_ios","webview_android_unsupported_compat_features","webview_ios_unsupported_compat_features"
"popover-hint","0 - limited",FALSE,"supported","unsupported","","api.HTMLElement.popover.hint, html.global_attributes.popover.hint"
"portal","0 - limited",TRUE,"supported","supported","",""
"position","2 - widely",TRUE,"supported","supported","",""
"postmessage","2 - widely",TRUE,"supported","supported","",""
"pre","2 - widely",TRUE,"supported","supported","",""
"prefers-color-scheme","2 - widely",FALSE,"supported","partial","","css.at-rules.media.prefers-color-scheme.respects-inherited-scheme, http.headers.Sec-CH-Prefers-Color-Scheme"
"prefers-contrast","2 - widely",TRUE,"supported","supported","",""
"prefers-reduced-data","0 - limited",FALSE,"unsupported","unsupported","css.at-rules.media.prefers-reduced-data","css.at-rules.media.prefers-reduced-data"
"prefers-reduced-motion","2 - widely",FALSE,"supported","partial","","http.headers.Sec-CH-Prefers-Reduced-Motion"
"prefers-reduced-transparency","0 - limited",FALSE,"supported","unsupported","","css.at-rules.media.prefers-reduced-transparency, http.headers.Sec-CH-Prefers-Reduced-Transparency"
"preloading-responsive-images","1 - newly",TRUE,"supported","supported","",""
"presentation-api","0 - limited",FALSE,"unsupported","unsupported","api.Navigator.presentation, api.Presentation, api.Presentation.defaultRequest, api.Presentation.receiver, api.PresentationAvailability, api.PresentationAvailability.change_event, api.PresentationAvailability.value, api.PresentationConnection, api.PresentationConnection.binaryType, api.PresentationConnection.close, api.PresentationConnection.close_event, api.PresentationConnection.connect_event, api.PresentationConnection.id, api.PresentationConnection.message_event, api.PresentationConnection.send, api.PresentationConnection.state, api.PresentationConnection.terminate, api.PresentationConnection.terminate_event, api.PresentationConnection.url, api.PresentationConnectionAvailableEvent, api.PresentationConnectionAvailableEvent.PresentationConnectionAvailableEvent, api.PresentationConnectionAvailableEvent.connection, api.PresentationConnectionCloseEvent, api.PresentationConnectionCloseEvent.PresentationConnectionCloseEvent, api.PresentationConnectionCloseEvent.message, api.PresentationConnectionCloseEvent.reason, api.PresentationConnectionList, api.PresentationConnectionList.connectionavailable_event, api.PresentationConnectionList.connections, api.PresentationReceiver, api.PresentationReceiver.connectionList, api.PresentationRequest, api.PresentationRequest.PresentationRequest, api.PresentationRequest.connectionavailable_event, api.PresentationRequest.getAvailability, api.PresentationRequest.reconnect, api.PresentationRequest.secure_context_required, api.PresentationRequest.start, html.elements.iframe.sandbox.allow-presentation","api.Navigator.presentation, api.Presentation, api.Presentation.defaultRequest, api.Presentation.receiver, api.PresentationAvailability, api.PresentationAvailability.change_event, api.PresentationAvailability.value, api.PresentationConnection, api.PresentationConnection.binaryType, api.PresentationConnection.close, api.PresentationConnection.close_event, api.PresentationConnection.connect_event, api.PresentationConnection.id, api.PresentationConnection.message_event, api.PresentationConnection.send, api.PresentationConnection.state, api.PresentationConnection.terminate, api.PresentationConnection.terminate_event, api.PresentationConnection.url, api.PresentationConnectionAvailableEvent, api.PresentationConnectionAvailableEvent.PresentationConnectionAvailableEvent, api.PresentationConnectionAvailableEvent.connection, api.PresentationConnectionCloseEvent, api.PresentationConnectionCloseEvent.PresentationConnectionCloseEvent, api.PresentationConnectionCloseEvent.message, api.PresentationConnectionCloseEvent.reason, api.PresentationConnectionList, api.PresentationConnectionList.connectionavailable_event, api.PresentationConnectionList.connections, api.PresentationReceiver, api.PresentationReceiver.connectionList, api.PresentationRequest, api.PresentationRequest.PresentationRequest, api.PresentationRequest.connectionavailable_event, api.PresentationRequest.getAvailability, api.PresentationRequest.reconnect, api.PresentationRequest.secure_context_required, api.PresentationRequest.start, html.elements.iframe.sandbox.allow-presentation"
"preserves-pitch","1 - newly",TRUE,"supported","supported","",""
"print","1 - newly",TRUE,"supported","supported","",""
"print-color-adjust","1 - newly",TRUE,"supported","supported","",""
"print-events","2 - widely",TRUE,"supported","supported","",""
"private-click-measurement","0 - limited",FALSE,"unsupported","supported","api.HTMLAnchorElement.attributionSourceId, html.elements.a.attributionsourceid",""
"private-network-access","0 - limited",FALSE,"supported","unsupported","","http.mixed-content.private_network_access"
"profiler","0 - limited",FALSE,"supported","unsupported","","api.Profiler, api.Profiler.Profiler, api.Profiler.sampleInterval, api.Profiler.stop, api.Profiler.stopped"
"progress","2 - widely",TRUE,"supported","supported","",""
"promise","2 - widely",FALSE,"partial","partial","javascript.builtins.Promise.incumbent_settings_object_tracking, javascript.builtins.Promise.race, javascript.builtins.Promise.reject, javascript.builtins.Promise.resolve, javascript.builtins.Promise.then","javascript.builtins.Promise.incumbent_settings_object_tracking, javascript.builtins.Promise.race, javascript.builtins.Promise.reject, javascript.builtins.Promise.resolve, javascript.builtins.Promise.then"
"promise-allsettled","2 - widely",TRUE,"supported","supported","",""
"promise-any","2 - widely",TRUE,"supported","supported","",""
"promise-finally","2 - widely",TRUE,"supported","supported","",""
"promise-try","1 - newly",TRUE,"supported","supported","",""
"promise-withresolvers","1 - newly",TRUE,"supported","supported","",""
"proto","0 - limited",TRUE,"supported","supported","",""
"proxy-reflect","2 - widely",TRUE,"supported","supported","",""
"push","2 - widely",FALSE,"unsupported","unsupported","api.Permissions.permission_push, api.PushEvent, api.PushEvent.PushEvent, api.PushEvent.data, api.PushManager, api.PushManager.getSubscription, api.PushManager.permissionState, api.PushManager.subscribe, api.PushManager.supportedContentEncodings_static, api.PushMessageData, api.PushMessageData.arrayBuffer, api.PushMessageData.blob, api.PushMessageData.bytes, api.PushMessageData.json, api.PushMessageData.text, api.PushSubscription, api.PushSubscription.endpoint, api.PushSubscription.expirationTime, api.PushSubscription.getKey, api.PushSubscription.options, api.PushSubscription.toJSON, api.PushSubscription.unsubscribe, api.PushSubscriptionChangeEvent, api.PushSubscriptionChangeEvent.PushSubscriptionChangeEvent, api.PushSubscriptionChangeEvent.newSubscription, api.PushSubscriptionChangeEvent.oldSubscription, api.PushSubscriptionOptions, api.PushSubscriptionOptions.applicationServerKey, api.PushSubscriptionOptions.userVisibleOnly, api.ServiceWorkerGlobalScope.push_event, api.ServiceWorkerGlobalScope.pushsubscriptionchange_event, api.ServiceWorkerRegistration, api.ServiceWorkerRegistration.pushManager","api.Permissions.permission_push, api.PushEvent, api.PushEvent.PushEvent, api.PushEvent.data, api.PushManager, api.PushManager.getSubscription, api.PushManager.permissionState, api.PushManager.subscribe, api.PushManager.supportedContentEncodings_static, api.PushMessageData, api.PushMessageData.arrayBuffer, api.PushMessageData.blob, api.PushMessageData.bytes, api.PushMessageData.json, api.PushMessageData.text, api.PushSubscription, api.PushSubscription.endpoint, api.PushSubscription.expirationTime, api.PushSubscription.getKey, api.PushSubscription.options, api.PushSubscription.toJSON, api.PushSubscription.unsubscribe, api.PushSubscriptionChangeEvent, api.PushSubscriptionChangeEvent.PushSubscriptionChangeEvent, api.PushSubscriptionChangeEvent.newSubscription, api.PushSubscriptionChangeEvent.oldSubscription, api.PushSubscriptionOptions, api.PushSubscriptionOptions.applicationServerKey, api.PushSubscriptionOptions.userVisibleOnly, api.ServiceWorkerGlobalScope.push_event, api.ServiceWorkerGlobalScope.pushsubscriptionchange_event, api.ServiceWorkerRegistration, api.ServiceWorkerRegistration.pushManager"
"q","2 - widely",TRUE,"supported","supported","",""
"q-unit","2 - widely",TRUE,"supported","supported","",""
"queuemicrotask","2 - widely",TRUE,"supported","supported","",""
"quotes","2 - widely",TRUE,"supported","supported","",""
"rcap","0 - limited",TRUE,"supported","supported","",""
"rch","0 - limited",TRUE,"supported","supported","",""
"read-write-pseudos","2 - widely",TRUE,"supported","supported","",""
"readable-byte-streams","0 - limited",FALSE,"supported","unsupported","","api.ReadableByteStreamController, api.ReadableByteStreamController.byobRequest, api.ReadableByteStreamController.close, api.ReadableByteStreamController.desiredSize, api.ReadableByteStreamController.enqueue, api.ReadableByteStreamController.error, api.ReadableStreamBYOBReader, api.ReadableStreamBYOBReader.ReadableStreamBYOBReader, api.ReadableStreamBYOBReader.cancel, api.ReadableStreamBYOBReader.closed, api.ReadableStreamBYOBReader.read, api.ReadableStreamBYOBReader.read.options_min_parameter, api.ReadableStreamBYOBReader.releaseLock, api.ReadableStreamBYOBReader.releaseLock.reject_pending_read_request, api.ReadableStreamBYOBRequest, api.ReadableStreamBYOBRequest.respond, api.ReadableStreamBYOBRequest.respondWithNewView, api.ReadableStreamBYOBRequest.view"
"readablestream-from","0 - limited",FALSE,"unsupported","unsupported","api.ReadableStream.from_static","api.ReadableStream.from_static"
"reading-flow","0 - limited",FALSE,"supported","unsupported","","css.properties.reading-flow, css.properties.reading-flow.flex-flow, css.properties.reading-flow.flex-visual, css.properties.reading-flow.grid-columns, css.properties.reading-flow.grid-order, css.properties.reading-flow.grid-rows, css.properties.reading-flow.normal, css.properties.reading-flow.source-order, css.properties.reading-order"
"referrer-policy","2 - widely",FALSE,"supported","partial","","html.elements.a.referrerpolicy.no-referrer-when-downgrade, html.elements.a.referrerpolicy.origin-when-cross-origin, html.elements.a.referrerpolicy.unsafe-url, html.elements.area.referrerpolicy, html.elements.area.referrerpolicy.no-referrer-when-downgrade, html.elements.area.referrerpolicy.origin-when-cross-origin, html.elements.area.referrerpolicy.unsafe-url, html.elements.iframe.referrerpolicy, html.elements.iframe.referrerpolicy.no-referrer-when-downgrade, html.elements.iframe.referrerpolicy.origin-when-cross-origin, html.elements.iframe.referrerpolicy.unsafe-url, html.elements.img.referrerpolicy, html.elements.img.referrerpolicy.no-referrer-when-downgrade, html.elements.img.referrerpolicy.origin-when-cross-origin, html.elements.img.referrerpolicy.unsafe-url, html.elements.link.referrerpolicy, html.elements.link.referrerpolicy.no-referrer-when-downgrade, html.elements.link.referrerpolicy.origin-when-cross-origin, html.elements.link.referrerpolicy.unsafe-url, html.elements.script.referrerpolicy, html.elements.script.referrerpolicy.no-referrer-when-downgrade, html.elements.script.referrerpolicy.origin-when-cross-origin, html.elements.script.referrerpolicy.unsafe-url, http.headers.Referrer-Policy, http.headers.Referrer-Policy.default_strict-origin-when-cross-origin, http.headers.Referrer-Policy.no-referrer-when-downgrade, http.headers.Referrer-Policy.origin-when-cross-origin, http.headers.Referrer-Policy.same-origin, http.headers.Referrer-Policy.strict-origin, http.headers.Referrer-Policy.strict-origin-when-cross-origin, http.headers.Referrer-Policy.unsafe-url"
"regexp","2 - widely",FALSE,"supported","partial","","javascript.regular_expressions.modifier, javascript.regular_expressions.named_backreference, javascript.regular_expressions.named_capturing_group, javascript.regular_expressions.named_capturing_group.duplicate_named_capturing_groups, javascript.regular_expressions.non_capturing_group, javascript.regular_expressions.quantifier, javascript.regular_expressions.unicode_character_class_escape, javascript.regular_expressions.wildcard, javascript.regular_expressions.word_boundary_assertion"
"regexp-compile","0 - limited",TRUE,"supported","supported","",""
"regexp-escape","1 - newly",TRUE,"supported","supported","",""
"regexp-static-properties","0 - limited",TRUE,"supported","supported","",""
"region-capture","0 - limited",FALSE,"unsupported","unsupported","api.BrowserCaptureMediaStreamTrack, api.BrowserCaptureMediaStreamTrack.clone, api.BrowserCaptureMediaStreamTrack.cropTo, api.CropTarget, api.CropTarget.fromElement_static","api.BrowserCaptureMediaStreamTrack, api.BrowserCaptureMediaStreamTrack.clone, api.BrowserCaptureMediaStreamTrack.cropTo, api.CropTarget, api.CropTarget.fromElement_static"
"registered-custom-properties","1 - newly",TRUE,"supported","supported","",""
"registerprotocolhandler","0 - limited",FALSE,"unsupported","unsupported","api.Navigator.registerProtocolHandler, api.Navigator.registerProtocolHandler.scheme_parameter_bitcoin, api.Navigator.registerProtocolHandler.scheme_parameter_ftp, api.Navigator.registerProtocolHandler.scheme_parameter_ftps, api.Navigator.registerProtocolHandler.scheme_parameter_geo, api.Navigator.registerProtocolHandler.scheme_parameter_im, api.Navigator.registerProtocolHandler.scheme_parameter_irc, api.Navigator.registerProtocolHandler.scheme_parameter_ircs, api.Navigator.registerProtocolHandler.scheme_parameter_magnet, api.Navigator.registerProtocolHandler.scheme_parameter_mailto, api.Navigator.registerProtocolHandler.scheme_parameter_matrix, api.Navigator.registerProtocolHandler.scheme_parameter_mms, api.Navigator.registerProtocolHandler.scheme_parameter_news, api.Navigator.registerProtocolHandler.scheme_parameter_nntp, api.Navigator.registerProtocolHandler.scheme_parameter_openpgp4fpr, api.Navigator.registerProtocolHandler.scheme_parameter_sftp, api.Navigator.registerProtocolHandler.scheme_parameter_sip, api.Navigator.registerProtocolHandler.scheme_parameter_sms, api.Navigator.registerProtocolHandler.scheme_parameter_smsto, api.Navigator.registerProtocolHandler.scheme_parameter_ssh, api.Navigator.registerProtocolHandler.scheme_parameter_tel, api.Navigator.registerProtocolHandler.scheme_parameter_urn, api.Navigator.registerProtocolHandler.scheme_parameter_webcal, api.Navigator.registerProtocolHandler.scheme_parameter_wtai, api.Navigator.registerProtocolHandler.scheme_parameter_xmpp, api.Navigator.registerProtocolHandler.secure_context_required, api.Navigator.unregisterProtocolHandler","api.Navigator.registerProtocolHandler, api.Navigator.registerProtocolHandler.scheme_parameter_bitcoin, api.Navigator.registerProtocolHandler.scheme_parameter_ftp, api.Navigator.registerProtocolHandler.scheme_parameter_ftps, api.Navigator.registerProtocolHandler.scheme_parameter_geo, api.Navigator.registerProtocolHandler.scheme_parameter_im, api.Navigator.registerProtocolHandler.scheme_parameter_irc, api.Navigator.registerProtocolHandler.scheme_parameter_ircs, api.Navigator.registerProtocolHandler.scheme_parameter_magnet, api.Navigator.registerProtocolHandler.scheme_parameter_mailto, api.Navigator.registerProtocolHandler.scheme_parameter_matrix, api.Navigator.registerProtocolHandler.scheme_parameter_mms, api.Navigator.registerProtocolHandler.scheme_parameter_news, api.Navigator.registerProtocolHandler.scheme_parameter_nntp, api.Navigator.registerProtocolHandler.scheme_parameter_openpgp4fpr, api.Navigator.registerProtocolHandler.scheme_parameter_sftp, api.Navigator.registerProtocolHandler.scheme_parameter_sip, api.Navigator.registerProtocolHandler.scheme_parameter_sms, api.Navigator.registerProtocolHandler.scheme_parameter_smsto, api.Navigator.registerProtocolHandler.scheme_parameter_ssh, api.Navigator.registerProtocolHandler.scheme_parameter_tel, api.Navigator.registerProtocolHandler.scheme_parameter_urn, api.Navigator.registerProtocolHandler.scheme_parameter_webcal, api.Navigator.registerProtocolHandler.scheme_parameter_wtai, api.Navigator.registerProtocolHandler.scheme_parameter_xmpp, api.Navigator.registerProtocolHandler.secure_context_required, api.Navigator.unregisterProtocolHandler"
"relative-color","1 - newly",TRUE,"supported","supported","",""
"relative-positioning","2 - widely",TRUE,"supported","supported","",""
"rem","2 - widely",TRUE,"supported","supported","",""
"remote-playback","0 - limited",FALSE,"unsupported","supported","api.HTMLMediaElement.disableRemotePlayback, api.HTMLMediaElement.remote, api.RemotePlayback, api.RemotePlayback.cancelWatchAvailability, api.RemotePlayback.connect_event, api.RemotePlayback.connecting_event, api.RemotePlayback.disconnect_event, api.RemotePlayback.prompt, api.RemotePlayback.state, api.RemotePlayback.watchAvailability, html.elements.audio.disableremoteplayback, html.elements.video.disableremoteplayback",""
"reporting","0 - limited",FALSE,"supported","unsupported","","api.DeprecationReportBody, api.DeprecationReportBody.anticipatedRemoval, api.DeprecationReportBody.columnNumber, api.DeprecationReportBody.id, api.DeprecationReportBody.lineNumber, api.DeprecationReportBody.message, api.DeprecationReportBody.sourceFile, api.DeprecationReportBody.toJSON, api.InterventionReportBody, api.InterventionReportBody.columnNumber, api.InterventionReportBody.id, api.InterventionReportBody.lineNumber, api.InterventionReportBody.message, api.InterventionReportBody.sourceFile, api.InterventionReportBody.toJSON, api.ReportingObserver, api.ReportingObserver.ReportingObserver, api.ReportingObserver.disconnect, api.ReportingObserver.observe, api.ReportingObserver.takeRecords, api.ReportingObserver.worker_support, http.headers.Reporting-Endpoints"
"request-animation-frame","2 - widely",TRUE,"supported","supported","",""
"request-animation-frame-workers","2 - widely",TRUE,"supported","supported","",""
"request-video-frame-callback","1 - newly",TRUE,"supported","supported","",""
"requestclose","1 - newly",TRUE,"supported","supported","",""
"requestidlecallback","0 - limited",FALSE,"supported","unsupported","","api.IdleDeadline, api.IdleDeadline.didTimeout, api.IdleDeadline.timeRemaining, api.Window.cancelIdleCallback, api.Window.requestIdleCallback"
"resizable-buffers","1 - newly",FALSE,"partial","supported","javascript.builtins.SharedArrayBuffer.SharedArrayBuffer.maxByteLength_option, javascript.builtins.SharedArrayBuffer.grow, javascript.builtins.SharedArrayBuffer.growable, javascript.builtins.SharedArrayBuffer.maxByteLength",""
"resize","0 - limited",FALSE,"supported","unsupported","","css.properties.resize, css.properties.resize.block, css.properties.resize.block_level_support, css.properties.resize.inline"
"resize-observer","2 - widely",FALSE,"supported","partial","","api.ResizeObserverEntry.devicePixelContentBoxSize, api.ResizeObserverEntry.target, api.ResizeObserverSize, api.ResizeObserverSize.blockSize, api.ResizeObserverSize.inlineSize"
"resolution","2 - widely",TRUE,"supported","supported","",""
"resolution-compat","2 - widely",TRUE,"supported","supported","",""
"resource-size","2 - widely",TRUE,"supported","supported","",""
"resource-timing","2 - widely",FALSE,"partial","partial","api.PerformanceResourceTiming.contentType, api.PerformanceResourceTiming.deliveryType, api.PerformanceResourceTiming.domainLookupEnd, api.PerformanceResourceTiming.domainLookupStart, api.PerformanceResourceTiming.fetchStart, api.PerformanceResourceTiming.firstInterimResponseStart, api.PerformanceResourceTiming.initiatorType, api.PerformanceResourceTiming.nextHopProtocol, api.PerformanceResourceTiming.redirectEnd, api.PerformanceResourceTiming.redirectStart, api.PerformanceResourceTiming.renderBlockingStatus, api.PerformanceResourceTiming.requestStart, api.PerformanceResourceTiming.responseEnd, api.PerformanceResourceTiming.responseStart, api.PerformanceResourceTiming.responseStatus, api.PerformanceResourceTiming.secureConnectionStart, api.PerformanceResourceTiming.toJSON, api.PerformanceResourceTiming.workerStart, api.PerformanceResourceTiming.worker_support","api.PerformanceResourceTiming.contentType, api.PerformanceResourceTiming.deliveryType, api.PerformanceResourceTiming.domainLookupEnd, api.PerformanceResourceTiming.domainLookupStart, api.PerformanceResourceTiming.fetchStart, api.PerformanceResourceTiming.firstInterimResponseStart, api.PerformanceResourceTiming.initiatorType, api.PerformanceResourceTiming.nextHopProtocol, api.PerformanceResourceTiming.redirectEnd, api.PerformanceResourceTiming.redirectStart, api.PerformanceResourceTiming.renderBlockingStatus, api.PerformanceResourceTiming.requestStart, api.PerformanceResourceTiming.responseEnd, api.PerformanceResourceTiming.responseStart, api.PerformanceResourceTiming.responseStatus, api.PerformanceResourceTiming.secureConnectionStart, api.PerformanceResourceTiming.toJSON, api.PerformanceResourceTiming.workerStart, api.PerformanceResourceTiming.worker_support"
"revert-value","2 - widely",TRUE,"supported","supported","",""
"rex","0 - limited",TRUE,"supported","supported","",""
"rgb","2 - widely",TRUE,"supported","supported","",""
"rhythmic-sizing","0 - limited",TRUE,"supported","supported","",""
"ric","0 - limited",TRUE,"supported","supported","",""
"rlh","1 - newly",TRUE,"supported","supported","",""
"root","2 - widely",TRUE,"supported","supported","",""
"round-mod-rem","1 - newly",TRUE,"supported","supported","",""
"ruby","2 - widely",TRUE,"supported","supported","",""
"ruby-align","1 - newly",TRUE,"supported","supported","",""
"ruby-overhang","0 - limited",FALSE,"unsupported","supported","css.properties.ruby-overhang, css.properties.ruby-overhang.auto, css.properties.ruby-overhang.none",""
"ruby-position","1 - newly",TRUE,"supported","supported","",""
"s","2 - widely",TRUE,"supported","supported","",""
"safe-area-inset","2 - widely",TRUE,"supported","supported","",""
"samp","2 - widely",TRUE,"supported","supported","",""
"sanitizer","0 - limited",FALSE,"unsupported","unsupported","api.Document.parseHTML_static, api.Element.setHTML, api.Sanitizer, api.Sanitizer.Sanitizer, api.Sanitizer.allowAttribute, api.Sanitizer.allowElement, api.Sanitizer.get, api.Sanitizer.removeAttribute, api.Sanitizer.removeElement, api.Sanitizer.removeUnsafe, api.Sanitizer.replaceElementWithChildren, api.Sanitizer.setComments, api.Sanitizer.setDataAttributes, api.ShadowRoot.setHTML","api.Document.parseHTML_static, api.Element.setHTML, api.Sanitizer, api.Sanitizer.Sanitizer, api.Sanitizer.allowAttribute, api.Sanitizer.allowElement, api.Sanitizer.get, api.Sanitizer.removeAttribute, api.Sanitizer.removeElement, api.Sanitizer.removeUnsafe, api.Sanitizer.replaceElementWithChildren, api.Sanitizer.setComments, api.Sanitizer.setDataAttributes, api.ShadowRoot.setHTML"
"savedata","0 - limited",FALSE,"supported","unsupported","","api.NetworkInformation.saveData, http.headers.Save-Data"
"scheduler","0 - limited",FALSE,"supported","unsupported","","api.Scheduler, api.Scheduler.postTask, api.Scheduler.yield, api.TaskController, api.TaskController.TaskController, api.TaskController.setPriority, api.TaskPriorityChangeEvent, api.TaskPriorityChangeEvent.TaskPriorityChangeEvent, api.TaskPriorityChangeEvent.previousPriority, api.TaskSignal, api.TaskSignal.any_static, api.TaskSignal.priority, api.TaskSignal.prioritychange_event, api.scheduler"
"scope","0 - limited",TRUE,"supported","supported","",""
"scope-pseudo","2 - widely",TRUE,"supported","supported","",""
"scoped-custom-element-registries","0 - limited",FALSE,"unsupported","supported","api.CustomElementRegistry.CustomElementRegistry, api.CustomElementRegistry.initialize, api.Document.customElementRegistry, api.Element.customElementRegistry, api.HTMLTemplateElement.shadowRootCustomElementRegistry, api.ShadowRoot.customElementRegistry",""
"screen","2 - widely",TRUE,"supported","supported","",""
"screen-capture","0 - limited",FALSE,"unsupported","unsupported","api.CaptureController, api.CaptureController.CaptureController, api.CaptureController.setFocusBehavior, api.MediaDevices.getDisplayMedia, api.MediaDevices.getDisplayMedia.audio_capture_support, api.MediaDevices.getDisplayMedia.controller_option, api.MediaDevices.getDisplayMedia.monitorTypeSurfaces_option, api.MediaDevices.getDisplayMedia.selfBrowserSurface_option, api.MediaDevices.getDisplayMedia.surfaceSwitching_option, api.MediaDevices.getDisplayMedia.systemAudio_option, api.MediaStreamTrack.applyConstraints.displaySurface_constraint, api.MediaStreamTrack.applyConstraints.logicalSurface_constraint, api.MediaStreamTrack.applyConstraints.suppressLocalAudioPlayback_constraint, html.elements.iframe.allow.display-capture, http.headers.Permissions-Policy.display-capture","api.CaptureController, api.CaptureController.CaptureController, api.CaptureController.setFocusBehavior, api.MediaDevices.getDisplayMedia, api.MediaDevices.getDisplayMedia.audio_capture_support, api.MediaDevices.getDisplayMedia.controller_option, api.MediaDevices.getDisplayMedia.monitorTypeSurfaces_option, api.MediaDevices.getDisplayMedia.selfBrowserSurface_option, api.MediaDevices.getDisplayMedia.surfaceSwitching_option, api.MediaDevices.getDisplayMedia.systemAudio_option, api.MediaStreamTrack.applyConstraints.displaySurface_constraint, api.MediaStreamTrack.applyConstraints.logicalSurface_constraint, api.MediaStreamTrack.applyConstraints.suppressLocalAudioPlayback_constraint, html.elements.iframe.allow.display-capture, http.headers.Permissions-Policy.display-capture"
"screen-orientation","2 - widely",TRUE,"supported","supported","",""
"screen-orientation-lock","0 - limited",FALSE,"supported","unsupported","","api.ScreenOrientation.lock, api.ScreenOrientation.unlock"
"screen-wake-lock","1 - newly",FALSE,"partial","partial","api.Permissions.permission_screen-wake-lock, api.WakeLock, api.WakeLock.request, api.WakeLockSentinel, api.WakeLockSentinel.release, api.WakeLockSentinel.release_event, api.WakeLockSentinel.released, api.WakeLockSentinel.type, html.elements.iframe.allow.screen-wake-lock, http.headers.Permissions-Policy.screen-wake-lock","http.headers.Permissions-Policy.screen-wake-lock"
"script","2 - widely",TRUE,"supported","supported","",""
"scripting","1 - newly",TRUE,"supported","supported","",""
"scroll-behavior","2 - widely",TRUE,"supported","supported","",""
"scroll-buttons","0 - limited",FALSE,"partial","unsupported","css.selectors.scroll-button.next, css.selectors.scroll-button.prev, css.selectors.scroll-button.right, css.selectors.scroll-button.star, css.selectors.scroll-button.up","css.selectors.scroll-button, css.selectors.scroll-button.block-end, css.selectors.scroll-button.block-start, css.selectors.scroll-button.down, css.selectors.scroll-button.inline-end, css.selectors.scroll-button.inline-start, css.selectors.scroll-button.left, css.selectors.scroll-button.next, css.selectors.scroll-button.prev, css.selectors.scroll-button.right, css.selectors.scroll-button.star, css.selectors.scroll-button.up"
"scroll-driven-animations","0 - limited",FALSE,"supported","partial","","css.properties.animation.animation-timeline_included, css.properties.scroll-timeline, css.properties.scroll-timeline-axis, css.properties.scroll-timeline-axis.block, css.properties.scroll-timeline-axis.inline, css.properties.scroll-timeline-axis.x, css.properties.scroll-timeline-axis.y, css.properties.scroll-timeline-name, css.properties.timeline-scope, css.properties.timeline-scope.all, css.properties.timeline-scope.none, css.properties.view-timeline, css.properties.view-timeline-axis, css.properties.view-timeline-axis.block, css.properties.view-timeline-axis.inline, css.properties.view-timeline-axis.x, css.properties.view-timeline-axis.y, css.properties.view-timeline-inset, css.properties.view-timeline-inset.auto, css.properties.view-timeline-name"
"scroll-elements","2 - widely",FALSE,"supported","partial","","api.Window.scrollX.subpixel_precision, api.Window.scrollY, api.Window.scrollY.subpixel_precision"
"scroll-initial-target","0 - limited",FALSE,"supported","unsupported","","css.properties.scroll-initial-target, css.properties.scroll-initial-target.nearest, css.properties.scroll-initial-target.none"
"scroll-into-view","2 - widely",FALSE,"supported","partial","","api.Element.scrollIntoView.options_parameter.container_option, api.Element.scrollIntoView.options_parameter.inline_option"
"scroll-markers","0 - limited",FALSE,"unsupported","unsupported","css.properties.scroll-marker-group, css.properties.scroll-marker-group.after, css.properties.scroll-marker-group.before, css.properties.scroll-marker-group.none, css.selectors.scroll-marker, css.selectors.scroll-marker-group","css.properties.scroll-marker-group, css.properties.scroll-marker-group.after, css.properties.scroll-marker-group.before, css.properties.scroll-marker-group.none, css.selectors.scroll-marker, css.selectors.scroll-marker-group"
"scroll-snap","2 - widely",TRUE,"supported","supported","",""
"scroll-snap-events","0 - limited",FALSE,"partial","unsupported","api.SnapEvent.SnapEvent, api.SnapEvent.snapTargetBlock, api.SnapEvent.snapTargetInline, api.Window.scrollsnapchange_event, api.Window.scrollsnapchanging_event","api.Document.scrollsnapchange_event, api.Document.scrollsnapchanging_event, api.Element.scrollsnapchange_event, api.Element.scrollsnapchanging_event, api.SnapEvent, api.SnapEvent.SnapEvent, api.SnapEvent.snapTargetBlock, api.SnapEvent.snapTargetInline, api.Window.scrollsnapchange_event, api.Window.scrollsnapchanging_event"
"scroll-to-text-fragment","1 - newly",TRUE,"supported","supported","",""
"scrollbar-color","0 - limited",FALSE,"unsupported","unsupported","css.properties.scrollbar-color, css.properties.scrollbar-color.auto","css.properties.scrollbar-color, css.properties.scrollbar-color.auto"
"scrollbar-gutter","1 - newly",TRUE,"supported","supported","",""
"scrollbar-width","1 - newly",FALSE,"unsupported","supported","css.properties.scrollbar-width, css.properties.scrollbar-width.auto, css.properties.scrollbar-width.none, css.properties.scrollbar-width.thin",""
"scrollend","0 - limited",FALSE,"supported","unsupported","","api.Document.scrollend_event, api.Element.scrollend_event"
"search","1 - newly",TRUE,"supported","supported","",""
"search-input-type","2 - widely",TRUE,"supported","supported","",""
"section","2 - widely",TRUE,"supported","supported","",""
"secure-payment-confirmation","0 - limited",FALSE,"unsupported","unsupported","api.CredentialsContainer.create.publicKey_option.extensions.payment, api.PaymentRequest.securePaymentConfirmationAvailability_static","api.CredentialsContainer.create.publicKey_option.extensions.payment, api.PaymentRequest.securePaymentConfirmationAvailability_static"
"select","2 - widely",FALSE,"partial","partial","html.elements.select.hr_in_select, html.elements.select.multiple, html.elements.select.name, html.elements.select.required, html.elements.select.size","html.elements.optgroup.disabled, html.elements.optgroup.label, html.elements.option, html.elements.option.disabled, html.elements.option.label, html.elements.option.selected, html.elements.option.value, html.elements.select, html.elements.select.disabled, html.elements.select.form, html.elements.select.hr_in_select, html.elements.select.multiple, html.elements.select.name, html.elements.select.required, html.elements.select.size"
"selection","0 - limited",FALSE,"supported","unsupported","","css.selectors.selection"
